placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,friday,saturday,sunday,monday,tuesday,wednesday,thursday,currentStatus,imgUrl,isClaimed,query,timestamp,info
https://www.google.com/maps/place/Odontologia+Bem+Estar/data=!4m7!3m6!1s0x935ef0e4797ac6d3:0xe7b6cad8d682e179!8m2!3d-16.7173179!4d-49.2566617!16s%2Fg%2F11bzwm98lh!19sChIJ08Z6eeTwXpMReeGC1tjKtuc,Odontologia Bem Estar,4.9,18,Dentist,"R. 1039, 15 - St. Pedro Ludovico, Goiânia - GO, 74823-240, Brazil","7PMV+38 St. Pedro Ludovico, Goiânia - State of Goiás, Brazil",,+55 62 3015-7075,"8 a.m.–12 p.m., 1:30–6 p.m.",Closed,Closed,"8 a.m.–12 p.m., 1:30–6 p.m.","8 a.m.–12 p.m., 1:30–6 p.m.","8 a.m.–12 p.m., 1:30–6 p.m.","8 a.m.–12 p.m., 1:30–6 p.m.",Open now,https://lh5.googleusercontent.com/p/AF1QipPcpqAAE2hsjQBhq0GC-ETGQDycgT9ayTYxVk8N=w408-h306-k-no,true,"https://www.google.com/maps/search/dentistas+em+goiania/@-16.6706238,-49.4947203,11.5z?entry=ttu",2023-09-15T13:17:56.211Z,LGBTQ+ friendly
https://www.google.com/maps/place/Prof.+Carolina+Brito/data=!4m7!3m6!1s0x935ef1334924cb83:0x92781f6db3a0959a!8m2!3d-16.690814!4d-49.2577998!16s%2Fg%2F11hdr31zvc!19sChIJg8skSTPxXpMRmpWgs20feJI,Prof. Carolina Brito,,,Dentist,"R. 87, 415 - St. Sul, Goiânia - GO, 74093-300, Brazil","8P5R+MV St. Sul, Goiânia - State of Goiás, Brazil",https://www.doctoralia.com.br/carolina-brito/dentista/goiania?utm_source=google&utm_medium=gmb&utm_campaign=637353&utm_content=website,,,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=trqLG9tw07_r08IupuxPiQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=161.22484&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/dentistas+em+goiania/@-16.6706238,-49.4947203,11.5z?entry=ttu",2023-09-15T13:17:59.211Z,
https://www.google.com/maps/place/Regis+Augusto+Aleixo+Alves/data=!4m7!3m6!1s0x935ef3097b6cf8e3:0xea9ad8ee135d3415!8m2!3d-16.676607!4d-49.2703801!16s%2Fg%2F11hdqwbmd1!19sChIJ4_hsewnzXpMRFTRdE-7Ymuo,Regis Augusto Aleixo Alves,,,Dentist,"Ed. Olympus Plaza - R. 7-A, 165 - Sala 103 - St. Aeroporto, Goiânia - GO, 74075-230, Brazil","8PFH+9R St. Aeroporto, Goiânia - State of Goiás, Brazil",http://drregisaugustoaleixoalves.com/,+55 62 3225-2779,,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OxepJUprX7PZ8VMD3Qnx6Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=89.98323&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/dentistas+em+goiania/@-16.6706238,-49.4947203,11.5z?entry=ttu",2023-09-15T13:18:01.844Z,
https://www.google.com/maps/place/GAP+Dentista/data=!4m7!3m6!1s0x935ef39333a7627d:0xc044485a03b938ef!8m2!3d-16.6582086!4d-49.2706932!16s%2Fg%2F11c6_x9y6d!19sChIJfWKnM5PzXpMR7zi5A1pIRMA,GAP Dentista,4.7,44,Oral surgeon,"Av. Bernardo Sayão, 2062 - St. Mal. Rondon, Goiânia - GO, 74560-070, Brazil","8PRH+PP St. Mal. Rondon, Goiânia - State of Goiás, Brazil",https://gapdentista.negocio.site/,+55 62 3211-2339,8 a.m.–8 p.m.,9 a.m.–12 p.m.,Closed,8 a.m.–8 p.m.,8 a.m.–8 p.m.,8 a.m.–8 p.m.,8 a.m.–8 p.m.,Open now,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=21HuuL9yhk-eiRIo0Obipg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=114.50918&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/dentistas+em+goiania/@-16.6706238,-49.4947203,11.5z?entry=ttu",2023-09-15T13:18:04.752Z,Identifies as women-owned
https://www.google.com/maps/place/Instituto+Odontol%C3%B3gico+Marista/data=!4m7!3m6!1s0x935ef14092aaaaab:0x9368a5750fc6a7d8!8m2!3d-16.6929236!4d-49.2676607!16s%2Fg%2F1tdj591d!19sChIJq6qqkkDxXpMR2KfGD3WlaJM,Instituto Odontológico Marista,5.0,9,Dentist,"R. 13, 734 - St. Marista, Goiânia - GO, 74150-140, Brazil","8P4J+RW St. Marista, Goiânia - State of Goiás, Brazil",,+55 62 3241-8090,8 a.m.–6 p.m.,Closed,Closed,8 a.m.–6 p.m.,8 a.m.–6 p.m.,8 a.m.–6 p.m.,8 a.m.–6 p.m.,Open now,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LXsDSttG14s26SsIrS4nnQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=248.4976&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/dentistas+em+goiania/@-16.6706238,-49.4947203,11.5z?entry=ttu",2023-09-15T13:18:07.612Z,
https://www.google.com/maps/place/Odonto+Design+Odontologia+Integrada/data=!4m7!3m6!1s0x935ef14296041215:0xc80b5e12f35c248b!8m2!3d-16.7159157!4d-49.2639888!16s%2Fg%2F12mkvn6kb!19sChIJFRIElkLxXpMRiyRc8xJeC8g,Odonto Design Odontologia Integrada,4.8,47,Oral surgeon,"R. S-1, 376 - St. Bueno, Goiânia - GO, 74230-220, Brazil","7PMP+JC St. Bueno, Goiânia - State of Goiás, Brazil",http://odontodesignonline.com.br/,+55 62 3255-3001,8 a.m.–6 p.m.,8 a.m.–12 p.m.,Closed,8 a.m.–6 p.m.,8 a.m.–6 p.m.,8 a.m.–6 p.m.,8 a.m.–6 p.m.,Open now,https://lh5.googleusercontent.com/p/AF1QipMmDXovGTSRSHbDxDfBoOH0pRJhqoFbVjrJ3VBp=w426-h240-k-no,true,"https://www.google.com/maps/search/dentistas+em+goiania/@-16.6706238,-49.4947203,11.5z?entry=ttu",2023-09-15T13:18:10.950Z,
https://www.google.com/maps/place/Clinica+Odontol%C3%B3gica+CLUBE+DO+DENTE/data=!4m7!3m6!1s0x935ef1a5d0b44377:0x1787535d7d18f7bf!8m2!3d-16.6761228!4d-49.2544145!16s%2Fg%2F11h55zj_p4!19sChIJd0O00KXxXpMRv_cYfV1Thxc,Clinica Odontológica CLUBE DO DENTE,5.0,45,Dentist,"R. 18, 376 - St. Central, Goiânia - GO, 74030-070, Brazil","8PFW+H6 St. Central, Goiânia - State of Goiás, Brazil",https://www.instagram.com/p/BzxwTpABHXy/?igshid=14j3ufciustu9,+55 62 99542-4950,1–7 p.m.,9 a.m.–1 p.m.,Closed,Closed,1–7 p.m.,1–7 p.m.,1–7 p.m.,Closed,https://lh5.googleusercontent.com/p/AF1QipMhLyvRsw3zkv8zXnq_wNp5u0k9bGKM31trYVUA=w427-h240-k-no,true,"https://www.google.com/maps/search/dentistas+em+goiania/@-16.6706238,-49.4947203,11.5z?entry=ttu",2023-09-15T13:18:13.843Z,
https://www.google.com/maps/place/Espa%C3%A7o+Odontol%C3%B3gico/data=!4m7!3m6!1s0x935ef64b8176f9ad:0xf32774ddcc8cfec0!8m2!3d-16.7297276!4d-49.3401657!16s%2Fg%2F11f57hsm7b!19sChIJrfl2gUv2XpMRwP6MzN10J_M,Espaço Odontológico,4.3,6,Dentist,"Avenida São Luiz qd 03 lt 09 num 289 Bairro - Vila Santa Rita - 5ª Etapa, Goiânia - GO, 74370-535, Brazil","7MC5+4W Vila Santa Rita - 5ª Etapa, Goiânia - State of Goiás, Brazil",,+55 62 98320-3860,"8 a.m.–12 p.m., 2–6 p.m.",8 a.m.–12 p.m.,Closed,"8 a.m.–12 p.m., 2–6 p.m.","8 a.m.–12 p.m., 2–6 p.m.","8 a.m.–12 p.m., 2–6 p.m.","8 a.m.–12 p.m., 2–6 p.m.",Open now,https://lh5.googleusercontent.com/p/AF1QipOhyZD8bD4p-jpZNrgBGem_6M5XYecALf-G4YN0=w408-h544-k-no,false,"https://www.google.com/maps/search/dentistas+em+goiania/@-16.6706238,-49.4947203,11.5z?entry=ttu",2023-09-15T13:18:17.214Z,
https://www.google.com/maps/place/Odontoclinic+Goi%C3%A2nia/data=!4m7!3m6!1s0x935ef1602dd9f30b:0x2e6ba357b80b740f!8m2!3d-16.6758709!4d-49.2610259!16s%2Fg%2F1w0sdyyv!19sChIJC_PZLWDxXpMRD3QLuFejay4,Odontoclinic Goiânia,5.0,16,Dentist,"Av. Anhanguera, 5389 - St. Central, Goiânia - GO, 74043-010, Brazil","8PFQ+MH St. Central, Goiânia - State of Goiás, Brazil",https://odontoclinic.com.br/unidades/goiania-centro/?step=1,+55 62 3070-2182,8 a.m.–6 p.m.,8 a.m.–12 p.m.,Closed,8 a.m.–6 p.m.,8 a.m.–6 p.m.,8 a.m.–6 p.m.,8 a.m.–6 p.m.,Open now,https://lh5.googleusercontent.com/p/AF1QipOcQkcxwyUoZJbOVwM2HOn_ZK_UBWIqCXXm6YqS=w408-h544-k-no,true,"https://www.google.com/maps/search/dentistas+em+goiania/@-16.6706238,-49.4947203,11.5z?entry=ttu",2023-09-15T13:18:20.063Z,
"https://www.google.com/maps/place/Sorridents+Campinas:+Dentista,+Cl%C3%ADnica+Odontol%C3%B3gica,+Clareamento+em+Goiania/data=!4m7!3m6!1s0x935ef5b801470b8d:0xc251ba97925f3663!8m2!3d-16.66901!4d-49.2922105!16s%2Fg%2F11nmj5f0dg!19sChIJjQtHAbj1XpMRYzZfkpe6UcI","Sorridents Campinas: Dentista, Clínica Odontológica, Clareamento em Goiania",4.9,30,Dental clinic,"R. Quintino Bocaiúva, 715 - Qd 37 Lt 08 - Campinas, Goiânia - GO, 74515-050, Brazil","8PJ5+94 Goiânia, State of Goiás, Brazil",https://sorridents.com.br/,+55 62 4141-9577,8 a.m.–7 p.m.,8 a.m.–2 p.m.,Closed,8 a.m.–7 p.m.,8 a.m.–7 p.m.,8 a.m.–7 p.m.,8 a.m.–7 p.m.,Open now,https://lh5.googleusercontent.com/p/AF1QipNcVc4Sur8p1zAUgR1J4Kxl9KlaMJJPoJNb9LUG=w408-h305-k-no,true,"https://www.google.com/maps/search/dentistas+em+goiania/@-16.6706238,-49.4947203,11.5z?entry=ttu",2023-09-15T13:18:23.359Z,
https://www.google.com/maps/place/Allure+Odontologia/data=!4m7!3m6!1s0x935ef14ec71cea63:0x4f4042013a8f2ff1!8m2!3d-16.7029356!4d-49.2651528!16s%2Fg%2F12vtr61xv!19sChIJY-ocx07xXpMR8S-POgFCQE8,Allure Odontologia,5.0,4,Dentist,"Av T-10 - Edifício New Times Square, Sala 1411 - St. Bueno, Goiânia - GO, 74223-060, Brazil","7PWM+RW St. Bueno, Goiânia - State of Goiás, Brazil",http://www.allureodontologia.com.br/,+55 62 3609-2657,8 a.m.–6 p.m.,Closed,Closed,8 a.m.–6 p.m.,8 a.m.–6 p.m.,8 a.m.–6 p.m.,8 a.m.–6 p.m.,Open now,https://lh5.googleusercontent.com/p/AF1QipO7MhUa_kpot_e2ah-DJd2dVxi1HYrPr3B32Pns=w408-h272-k-no,true,"https://www.google.com/maps/search/dentistas+em+goiania/@-16.6706238,-49.4947203,11.5z?entry=ttu",2023-09-15T13:18:26.326Z,
https://www.google.com/maps/place/Dentista+Odontologia+Cl%C3%ADnica+Dr+Carlos+%26+Dra+Marcella+-+Goi%C3%A2nia/data=!4m7!3m6!1s0x935ef12c3be2a343:0xcff9c1b576e85183!8m2!3d-16.7014185!4d-49.2676211!16s%2Fg%2F11j20hb_7s!19sChIJQ6PiOyzxXpMRg1HodrXB-c8,Dentista Odontologia Clínica Dr Carlos & Dra Marcella - Goiânia,5.0,2,Dental clinic,"Rua T-27 esq, R. T-53, 1855 - sala 3 - St. Bueno, Goiânia - GO, 74215-030, Brazil","7PXJ+CX St. Bueno, Goiânia - State of Goiás, Brazil",http://cdagoiania.com.br/,+55 62 3252-6331,8 a.m.–5 p.m.,Closed,Closed,8 a.m.–6 p.m.,8 a.m.–6 p.m.,8 a.m.–6 p.m.,8 a.m.–6 p.m.,Open now,https://lh5.googleusercontent.com/p/AF1QipOmvyDDRD3V-5wJTqcUbtC8Vw_yVS2tvrhr5o3R=w426-h240-k-no,true,"https://www.google.com/maps/search/dentistas+em+goiania/@-16.6706238,-49.4947203,11.5z?entry=ttu",2023-09-15T13:18:29.495Z,
https://www.google.com/maps/place/Centro+Odontol%C3%B3gico+Especializado/data=!4m7!3m6!1s0x935ef147ecc29e7d:0x63c8bbc838d47317!8m2!3d-16.6961948!4d-49.2728581!16s%2Fg%2F1tdvqtyb!19sChIJfZ7C7EfxXpMRF3PUOMi7yGM,Centro Odontológico Especializado,,,Dentist,"Rua T, 50 - St. Bueno, Goiânia - GO, 74215-200, Brazil","8P3G+GV St. Bueno, Goiânia - State of Goiás, Brazil",,+55 62 3285-7277,,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7skMi_Oi7V0Lutaffu2WeA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=232.22438&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/dentistas+em+goiania/@-16.6706238,-49.4947203,11.5z?entry=ttu",2023-09-15T13:18:32.234Z,
